precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc
5150000,1400.0,Sedán,5.0,Gasolina,Manual,Excelente,102000.0,GRIS PLATA,GRIS,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5250000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,175000.0,NEGRO,NEGRO CON GRIS,5,San José,7.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0
4950000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,80000.0,AZUL,NEGRO,5,Heredia,7.0,SOUEAST,DESCONOCIDO,DESCONOCIDO,0.0005192557334487,0.0
4980000,1200.0,Sedán,5.0,Gasolina,Manual,Excelente,68000.0,AZUL,NEGRO,5,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
5000000,1000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,70105.0,GRIS,NEGRO,4,Puntarenas,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5000000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,96800.0,GRIS,NEGRO,5,San José,7.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0
5000000,1300.0,Pánel,2.0,Gasolina,Manual,Muy Bueno,126000.0,BLANCO,GRIS,2,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0
5000000,1500.0,Station Wagon,7.0,Gasolina,Manual,Muy Bueno,200.0,BLANCO,BEIGE,5,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,1.0
5100000,1200.0,Hatchback,5.0,Gasolina,Manual,Bueno,132000.0,BLANCO,NEGRO,5,Cartago,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
5150000,1400.0,Sedán,5.0,Gasolina,Manual,Excelente,154000.0,AZUL CLARO,NEGRO,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5280000,1800.0,SUV 2WD,7.0,Gasolina,Manual,Regular,97000.0,BLANCO,NEGRO,4,San José,7.0,DONGFENG,DESCONOCIDO,DESCONOCIDO,0.0027693639117265,1.0
5300000,1600.0,SUV 2WD,7.0,Gasolina,Manual,Excelente,87000.0,GRIS,NEGRO,5,San José,7.0,DONGFENG,DESCONOCIDO,DESCONOCIDO,0.0027693639117265,1.0
5300000,1193.0,Sedán,5.0,Gasolina,Manual,Excelente,113238.0,BLANCO,GRIS,4,Heredia,7.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0
5300000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,154000.0,BLANCO PERLADO,NEGRO,4,Alajuela,7.0,GREAT WALL,CHINA,DESCONOCIDO,0.0015577672003461,0.0
5350000,1200.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,107000.0,AZUL,GRIS,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5400000,1200.0,Pánel,2.0,Gasolina,Manual,Excelente,97650.0,BLANCA,BLANCA,5,Cartago,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
5400000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,47000.0,NEGRO,GRIS,5,Heredia,7.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0
5500000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,77000.0,AZUL,NEGRO,4,San José,7.0,SSANGYONG,COREA,DESCONOCIDO,0.0040675032453483,0.0
5500000,1000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,108500.0,GRIS,NEGRO,4,San José,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5300000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,175000.0,GRIS CLARO,NEGRO,5,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
5400000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,86000.0,PLATEADO,NEGRO,5,Heredia,7.0,SSANGYONG,COREA,DESCONOCIDO,0.0040675032453483,0.0
5450000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,79000.0,GRIS,NEGRO,4,San José,7.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0
5500000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,50000.0,GRIS,NEGRO,5,Heredia,7.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0
5500000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,88000.0,BLANCO,GRIS,5,San José,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5500000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,73000.0,GRIS,GRIS,5,Heredia,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5500000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,98000.0,BEIGE,NEGRO,5,Heredia,7.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0
5500000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,180000.0,AZUL,GRIS,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5600000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,46000.0,VINO,NEGRO,4,Alajuela,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5750000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,70000.0,CAFÉ,NEGRO,4,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
5800000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,122000.0,BLANCO,NEGRO,5,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5800000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,46000.0,GRIS,NEGRO,4,Alajuela,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5850000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,50000.0,GRIS,NEGRO,4,Alajuela,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5500000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,47312.0,PLATA,NEGRO,5,Heredia,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
5500000,1200.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,98000.0,NEGRO,NEGRO,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5600000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,113000.0,BLANCO,NEGRO,5,Alajuela,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
5700000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,107000.0,BLANCO,NEGRO,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5715500,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,88190.0,GRIS,NEGRO CUERO,4,San José,7.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0
5750000,1200.0,Hatchback,5.0,Gasolina,Manual,Excelente,81200.0,BLANCO Y NEGRO,NEGRO Y GRIS,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5800000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,83686.0,NEGRO,NEGRO,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5800000,1200.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,75000.0,PLATA,NEGRO,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5850000,1600.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,73000.0,GRISROJO,NEGRO,5,San José,7.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0
5900000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,99306.0,BLANCO,NEGRO,4,Alajuela,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5925000,1200.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,144000.0,BLANCO,GRIS,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5980000,2500.0,Pick Up 2WD,5.0,Diesel,Manual,Muy Bueno,61000.0,CHAMPAGNE,NEGRO,5,Alajuela,7.0,JMC,DESCONOCIDO,DESCONOCIDO,0.0008654262224145,0.0
5990000,1400.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,134000.0,BLANCO,NEGRO/BEIGE,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
5850000,1200.0,Sedán,5.0,Gasolina,Manual,Excelente,61000.0,GRIS,NEGRO,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
5895000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Bueno,76771.0,BLANCO,NEGRO,5,Guanacaste,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5900000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,104000.0,NEGRO,NEGRO,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
5964000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,22100.0,BLANCO,,4,San José,7.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0
6000000,1600.0,Hatchback,5.0,Gasolina,Automática/Dual,Regular,44000.0,PLATEADO,NEGRO,4,San José,7.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0
6000000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,47515.0,GRIS,NEGRO,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6000000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,102000.0,GRIS,NEGRO,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6200000,1400.0,Sedán,5.0,Gasolina,Manual,Excelente,90000.0,GRIS OSCURO,GRIS CLARO NEGR,4,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6200000,1200.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,69000.0,AZUL,BEIGE/NEGRO,4,Cartago,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6200000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,56000.0,BLANCO,NEGRO,5,Cartago,7.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0
6250000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,79000.0,ROJO,GRIS,5,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6250000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,78000.0,PLATEADO,NEGRO,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6400000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,180000.0,MARRÓN,NEGRO Y CAFE,4,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
6450000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,67000.0,BLANCO,NEGRO,4,San José,7.0,MG,CHINA,DESCONOCIDO,0.0035482475118996,0.0
6250000,1200.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,130000.0,GRIS,NEGRO,4,Alajuela,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6290000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,52000.0,AZUL,GRIS,5,Heredia,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6300000,1600.0,Hatchback,5.0,Gasolina,Manual,Excelente,155000.0,GRIS,GRIS OSCURO,5,Alajuela,7.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0
6300000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,43000.0,NEGRO,NEGRO,4,Alajuela,7.0,MG,CHINA,DESCONOCIDO,0.0035482475118996,0.0
6400000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,144841.0,GRIS PLATA,NEGRO,4,Alajuela,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6400000,1500.0,Pánel,2.0,Diesel,Manual,Excelente,79000.0,BLANCO,NEGRO,5,San José,7.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,2.0
6411300,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,59939.0,ROJO,NEGRO,5,Heredia,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
6425000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,100000.0,GRIS,GRIS,5,Cartago,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6450000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,85295.0,BEIGE,NEGRO,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6490000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,160000.0,AZUL,NEGRO,5,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
6500000,1400.0,Hatchback,5.0,Gasolina,Manual,Excelente,60000.0,GRIS,GRIS,5,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6500000,1560.0,Pánel,3.0,Diesel,Manual,Bueno,146000.0,BLANCO,NEGRO,2,San José,7.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0
6500000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,78000.0,GRIS,GRIS,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6500000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,86000.0,ROJO,CUERO,4,Heredia,7.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0
6800000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,38500.0,CAFÉ PERLADO,NEGRO,5,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6500000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,79000.0,GRIS PLATA,NEGRO,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
6500000,1400.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,101000.0,NEGRO,NEGRO,5,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6500000,1500.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,92889.0,NEGRO,NEGRO,4,Cartago,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
6500000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,81000.0,AZUL,NEGRO,5,Heredia,7.0,MG,CHINA,DESCONOCIDO,0.0035482475118996,0.0
6500000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,107946.0,BLANCO,NEGRO,4,Cartago,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6550000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,54000.0,GRIS,NEGRO,5,San José,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
6750000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,92000.0,AZUL,NEGRO,4,Heredia,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6761000,1400.0,Hatchback,5.0,Gasolina,Automática/Dual,Regular,125000.0,GRIS,NEGRO,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6800000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,144000.0,NEGRO,NEGRO,4,Heredia,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
6800000,1368.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,46500.0,GRIS OSCURO,NEGRO,4,Heredia,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
6800000,1400.0,Sedán,5.0,Gasolina,Manual,Excelente,70000.0,BLANCO,NEGRO,5,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6850000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,76800.0,AZUL,NEGRO,5,Heredia,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
6900000,1600.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,99000.0,BLANCO,GRIS,5,Guanacaste,7.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0
7000000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,75214.0,GRIS PLATA,NEGRO,4,Heredia,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
7000000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,90500.0,GRIS,NEGRO,4,San José,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
7000000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,123000.0,GRIS,NEGRO,5,San José,7.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0
7000000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,114000.0,GRIS,NEGRO,5,Alajuela,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
7000000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,45000.0,BLANCO,NEGRO,4,Alajuela,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7195000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,92896.0,BRONCE,NEGRO,5,San José,7.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
7206500,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,91200.0,GRIS,GRIS,4,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
6900000,1600.0,Sedán,4.0,Gasolina,Automática/Dual,Excelente,83000.0,BLANCO,NEGRO,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
6908300,1800.0,Sedán,4.0,Gasolina,Automática/Dual,Excelente,99000.0,BLANCO,No indica,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
6938000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Regular,137000.0,BLANCO,NEGRO,4,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
6950000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,49500.0,GRIS,GRIS OSCURO,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
7000000,80000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,80000.0,BLANCO,NEGRO,5,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,0.0
7150000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,148864.0,BLANCO,NEGRO,4,San José,7.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0
7200000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,124000.0,GRIS,NEGRO,4,San José,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7250000,1400.0,SUV 2WD,7.0,Gasolina,Manual,Excelente,100000.0,GRIS,BEIGE,5,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,1.0
7300000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,92600.0,BLANCO,NEGRO,5,San José,7.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0
7500000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,55000.0,NEGRO,NEGRO,4,San José,7.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0
7206500,1400.0,SUV 2WD,7.0,Gasolina,Manual,Excelente,88763.0,VINO,,4,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,1.0
7206500,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,146598.0,NEGRO,NEGRO,4,Heredia,7.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0
7206500,1800.0,Sedán,4.0,Gasolina,Automática/Dual,Excelente,57976.0,BLANCO,No indica,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
7250000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,63600.0,NEGRO,NEGRO,4,Alajuela,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7300000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,88757.0,GRIS,NEGRO,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7300000,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,74000.0,NEGRO,GRIS,5,Cartago,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7350000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,70100.0,AZUL MARINO,NEGRO,5,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
7500000,1400.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,80000.0,GRIS PLATA,NEGRO,5,Puntarenas,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7500000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,200000.0,BLANCO,NEGRO,4,San José,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7500000,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,58900.0,BLANCO,GRIS,4,Cartago,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7500000,1600.0,Sedán,5.0,Híbrido,Automática/Dual,Excelente,53000.0,GRIS RATON,NEGRO,5,Limón,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7500000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,69000.0,GRIS,NEGRO,4,San José,7.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0
7600000,1500.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,47000.0,LIMA,GRIS,4,Heredia,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7500000,1500.0,Microbús/Minivan,7.0,Híbrido,Manual,Muy Bueno,185000.0,PLOMO,CAFE,5,San José,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,1.0
7550000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,98170.0,AZUL,BEIGE,5,Alajuela,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7600000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,83983.0,GRIS,NEGRO,5,Limón,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
7600000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,75920.0,BEIGE,NEGRO,4,San José,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7600000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Regular,104000.0,PLATEADO,NEGRO,4,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7700000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,120000.0,PLATEADO,NEGRO,4,Heredia,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7700000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,84000.0,GRIS,NEGRO,4,San José,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7750000,1400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,87000.0,BLANCO,NEGRO,5,San José,7.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0
7800000,2000.0,Sedán,4.0,Gasolina,Automática/Dual,Excelente,114534.0,AZUL,GRIS,4,Heredia,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7800000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,114517.0,AZUL,PIEL,5,San José,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7800000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,94000.0,BLANCO,GRIS,4,San José,7.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0
7800000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,75500.0,GRIS,GRIS,4,San José,7.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,2.0
7800000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,129000.0,NEGRO,NEGRO,5,San José,7.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0
7800000,2200.0,Pick Up 2WD,5.0,Gasolina,Manual,Excelente,79000.0,BLANCO,NEGRO,5,San José,7.0,GREAT WALL,CHINA,DESCONOCIDO,0.0015577672003461,0.0
7950000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,140174.0,AZUL,NEGRO,5,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
8000000,1800.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,57000.0,NEGRO,NEGRO,5,San José,7.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0
8000000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,83000.0,AZUL,GRIS,5,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
8000000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,135000.0,BLANCO,NEGRO,5,Cartago,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0
8250000,2000.0,SUV 2WD,4.0,Gasolina,Automática/Dual,Excelente,78403.0,AZUL,NEGRO,4,San José,7.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,2.0
8350000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,97000.0,GRIS,NEGRO,5,Heredia,7.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0
7900000,1500.0,Hatchback,5.0,Gasolina,Manual,Excelente,76000.0,ANARANJADO,NEGRO/ROJO,4,Cartago,7.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0
7900000,3700.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Excelente,67592.0,GRIS,GRIS,4,San José,7.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,1.0
7902300,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,90500.0,NEGRO,NEGRO,4,San José,7.0,HAVAL,DESCONOCIDO,DESCONOCIDO,0.0015577672003461,0.0
7902300,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,88451.0,ROJO,NEGRO,4,Heredia,7.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0
7952000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,81600.0,PLATEADO,NEGRO,4,San José,7.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0
