marca,modelo,precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc,cluster
Toyota,PRADO,43000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,35000.0,GRIS,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Dodge/RAM,1500 LIMITED,43000000,5700.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,54000.0,BLANCO,NEGRO,4,Guanacaste,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Ford,F150 LARIAT,43487500,2700.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,8000.0,BLANCO,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Land,Rover DISCOVERY,44500000,2000.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,24945.0,GRIS,NEGRO,5,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Jeep,GLADIATOR RUBICON,44680300,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,23150.0,BLANCO,NEGRO,4,San José,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
Jeep,GRAND CHEROLEE LIMITED,40754000,3600.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,15000.0,BLANCO,NEGRO,4,San José,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
Jeep,GLADIATOR RUBICON,41201300,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,54718.0,GRIS,NEGRO,4,San José,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
Jeep,RUBICON GLADIATOR,41500000,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,35405.0,GRIS PLATA,NEGRO Y ROJO,4,Puntarenas,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
Toyota,PRADO VX,41748000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,35000.0,ARENA,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Mercedes,Benz A45S AMG,42245000,2000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,23400.0,NEGRO,NEGRO,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Mercedes,Benz GLE400D,43239000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,4500.0,ARENA,NEGRO,5,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Mercedes,Benz GLE400D AMG LINE,44233000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,36000.0,PLATA,MARRON,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Dodge/RAM,REBEL ETORQUE,44250000,5700.0,Pick Up 4WD,5.0,Híbrido,Automática/Dual,Excelente,31120.0,BLANCO,GRIS,4,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Maserati,GRECALE GT,47165300,2000.0,SUV 4WD/AWD,5.0,Híbrido,Automática/Dual,Excelente,8000.0,AZUL,NEGRO,4,San José,3.0,MASERATI,DESCONOCIDO,DESCONOCIDO,0.0008654262224145,0.0,Premium
BMW,X6 PAQUETE M,47215000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,44092.0,ROJO,NEGRO,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Dodge/RAM,1500 LIMITED,48656300,5700.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,22000.0,NEGRO,NEGRO,5,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
BMW,X6 PAQUETE M,49200000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,19500.0,VINO,NEGRO,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X6 30D XDRIVE M SPORT PACK,49451500,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,17000.0,AZUL OSCURO,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X6,45000000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,15000.0,CAFÉ,NEGRO,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X7,45700000,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,8000.0,NEGRO,CAFÉ,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Dodge/RAM,REBEL ETORQUE,45950000,5700.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,31120.0,BLANCO,NEGRO-ROJO,4,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Maserati,LEVANTE MODENA S,46221000,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,20000.0,BLANCO,DAKOTA,5,San José,3.0,MASERATI,DESCONOCIDO,DESCONOCIDO,0.0008654262224145,0.0,Premium
Land,Rover DEFENDER S,47165300,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,29000.0,PLATEADO,NEGRO,5,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
BMW,X6 XDRIVE 30D,47463500,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,26000.0,BLANCO,TAN,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Mercedes,Benz GLE400D COUPE AMG,47662300,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,14000.0,BLANCO,NEGRO,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Land,Rover DEFENDER S,47960500,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,33457.0,NEGRO,NEGRO,5,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Land,Rover DISCOVERY S MHEV,49153300,3000.0,SUV 4WD/AWD,7.0,Híbrido,Automática/Dual,Excelente,10000.0,PLATEADO,NEGRO,5,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Dodge/RAM,1500 REBEL,49203000,5700.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,23000.0,VINO,NEGRO,4,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Chevrolet,SUBURBAN HIGH COUNTRY,50694000,6200.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,42588.0,NEGRO,CAFE,5,Alajuela,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Porsche,MACAN GTS,61000000,2900.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,250000.0,NEGRO,ROJO,5,San José,3.0,PORSCHE,ALEMANIA,PREMIUM,0.0043271311120726,0.0,Premium
Land,Rover DEFENDER P400,61628000,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,25000.0,AZUL,NEGRO,4,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Mercedes,Benz GLE53 AMG,62075300,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,8200.0,GRIS OSCURO,NEGRO,5,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Mercedes,Benz C43,49500000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,15500.0,BLANCO,NEGRO/CAFÈ,4,Heredia,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
BMW,X6,51191000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,22000.0,AZUL OSCURO,BLANCO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Mercedes,Benz GLE400 COUPE,51191000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,39000.0,NEGRO,BLANCO,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Mercedes,Benz GLE400D COUPE,52185000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,26000.0,GRIS OSCURO,NEGRO,4,Cartago,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Mercedes,Benz C43 AMG,53500000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,14000.0,BLANCO,NARANJA,4,Heredia,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Land,Rover DEFENDER 90 XDYNAMIC,54670000,3000.0,SUV 4WD/AWD,5.0,Híbrido,Automática/Dual,Excelente,20000.0,GRIS PLATA,NEGRO,2,Cartago,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Mercedes,Benz GLS400D AMG LINE,57105300,3000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,12000.0,NEGRO,NEGRO,5,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Toyota,LAND CRUISER SERIES 79,57500000,4500.0,Pick Up 4WD,5.0,Diesel,Manual,Excelente,25000.0,BLANCO,CAFÉ CUERO,4,Guanacaste,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Land,Rover DEFENDER X DYNAMIC S 110,59640000,3000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,46000.0,BLANCO,NEGRO,5,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Ford,F150 RAPTOR PERFORMANCE,64560300,3500.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,34000.0,NARANJA,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Ford,F150 RAPTOR 37,69580000,3500.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,33000.0,NEGRO,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Dodge/RAM,TRX,87000000,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,14000.0,BLANCO,NEGRO,4,Alajuela,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
GMC,HUMMER EV EDITION 1,72562000,,Pick Up 4WD,5.0,Eléctrico,Automática/Dual,Excelente,16000.0,BLANCO,NEGRO-BLANCO,4,San José,3.0,GMC,DESCONOCIDO,DESCONOCIDO,0.0003461704889658,0.0,Premium
Land,Rover RANGE ROVER SPORT,82005000,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,54000.0,AZUL,ROJO,5,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Dodge/RAM,TRX EDICIÓN HAVOC,92000000,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,30000.0,AMARILLO,NEGRO,4,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Ford,F150 RAPTOR R,95000000,5200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,18000.0,CELESTE,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Land,Rover RANGE ROVER VOGUE SE,96915000,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,22000.0,GRIS,NEGRO,4,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Changan,LUMIN,4945000,,Hatchback,4.0,Eléctrico,Automática/Dual,Excelente,300.0,BLANCO,GRIS,3,Alajuela,2.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0,Premium
JAC,JS2,3970000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Regular,44000.0,BLANCO,NEGRO,4,San José,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
JAC,JS2,5396000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Regular,61000.0,PLATEADO,NEGRO,4,San José,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
JAC,EJS1,5964000,,Hatchback,5.0,Eléctrico,Automática/Dual,Excelente,20300.0,BLANCO,NEGRO,4,San José,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
Renault,KWID,5995000,1000.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,16077.0,BLANCO,GRIS,4,San José,2.0,RENAULT,FRANCIA,DESCONOCIDO,0.0085677196019039,0.0,Premium
JAC,EJS 1,6150000,,Hatchback,5.0,Eléctrico,Automática/Dual,Excelente,72130.0,BLANCO,NEGRO,5,Alajuela,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
Mahindra,XUV 300,6162800,1200.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,11890.0,BLANCO,NEGRO,4,San José,2.0,MAHINDRA,DESCONOCIDO,DESCONOCIDO,0.0005192557334487,0.0,Premium
Mahindra,XUV 300,6162800,1200.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,11900.0,BLANCO,NEGRO CUERO,4,San José,2.0,MAHINDRA,DESCONOCIDO,DESCONOCIDO,0.0005192557334487,0.0,Premium
JAC,E-SJ 1,6175000,,Hatchback,5.0,Eléctrico,Automática/Dual,Excelente,11972.0,BLANCO,NEGRO,5,Heredia,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
JAC,EJS1,6212500,,Hatchback,5.0,Eléctrico,Automática/Dual,Excelente,150000.0,ROJO,NEGRO,4,San José,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
Kaiyi,X3,6279000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,22000.0,BLANCO,NEGRO,4,San José,2.0,KAIYI,DESCONOCIDO,DESCONOCIDO,0.0003461704889658,0.0,Premium
Geely,GX3 PRO,6411300,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,34769.0,AZUL,NEGRO,4,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Geely,GX3 PRO,6411300,1500.0,Hatchback,5.0,Gasolina,Manual,Excelente,32347.0,AZUL,NEGRO,5,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Mahindra,XUV 300,6461000,1200.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,35000.0,BLANCO,NEGRO,4,San José,2.0,MAHINDRA,DESCONOCIDO,DESCONOCIDO,0.0005192557334487,0.0,Premium
Suzuki,CELERIO,6800000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,6100.0,AZUL,NEGRO,4,Heredia,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,CELERIO,6500000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,25863.0,ROJO,NEGRO,5,San José,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,SPRESSO,6500000,1000.0,Sedán,5.0,Gasolina,Manual,Excelente,50000.0,GRIS,NEGRO,5,San José,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,CELERIO,6750000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,63000.0,GRIS CLARO,NEGRO,5,San José,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,GRAND I10,7000000,1200.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,23000.0,GRIS,NEGRO,5,San José,2.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
JAC,JS3,7190000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Regular,34000.0,GRIS,NEGRO,4,San José,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
Toyota,AGYA,7200000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,4000.0,ROJO,NEGRO,4,Heredia,2.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Geely,GX3 PRO,7206500,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,26781.0,ROJO,NEGRO,4,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Geely,GX3 PRO,7206500,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,47768.0,BLANCO,NEGR0,4,Heredia,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Geely,GX3 PRO,7206500,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,29900.0,ROJO,NEGRO CUERO,4,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Chery,TIGGO2 PRO,7355600,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,45000.0,BLANCO,NEGRO,4,San José,2.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0,Premium
MG,ZS COM,7400000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,55000.0,NEGRO,NEGRO,5,Guanacaste,2.0,MG,CHINA,DESCONOCIDO,0.0035482475118996,0.0,Premium
Suzuki,CELERIO,7400000,1000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,12800.0,BLANCO,NEGRO,5,Cartago,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,CELERIO,7455000,1000.0,Hatchback,5.0,Gasolina,Manual,Excelente,12700.0,AZUL,NEGRO,4,San José,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Geely,GX3 PRO,7455000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,23700.0,GRIS,NEGRO,4,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Changan,CS35 PLUS,7455000,1400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,71706.0,BLANCO,,4,San José,2.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0,Premium
Suzuki,SPRESSO,7500000,1000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,9800.0,PLATEADO,NEGRO,5,Cartago,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,GRAND I10,7500000,1200.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,47068.0,AZUL,GRIS CON NEGRO,4,Guanacaste,2.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,CELERIO GL,7500000,1000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,26410.0,GRIS,NEGRO,4,San José,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Chery,TIGGO 2 PRO,7500000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,50000.0,BLANCO,NEGRO,4,Heredia,2.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0,Premium
Geely,X3 PRO,7500000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,32000.0,BLANCO,NEGRO,5,Alajuela,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
BYD,SEAGULL,7600000,,Hatchback,5.0,Eléctrico,Automática/Dual,Excelente,3250.0,NEGRO,NEGRO CON AZUL,5,San José,2.0,BYD,CHINA,DESCONOCIDO,0.0078753786239723,0.0,Premium
Chery,TIGGO2 PRO,7703500,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,37000.0,PLATEADO,NEGRO,4,San José,2.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0,Premium
Geely,GX3 PRO,7750000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,16000.0,CELESTE,NEGRO,5,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Changan,CS35 LUXURY,7800000,1400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,21000.0,GRIS OSCURO,NEGRO,5,Cartago,2.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0,Premium
Citroen,C3,7902300,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,34597.0,PLATEADO,GRIS,4,San José,2.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0,Premium
Citroen,C3,7902300,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,20389.0,BLANCO,NEGRO,4,Heredia,2.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0,Premium
Citroen,C3,7902300,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,16500.0,GRIS,GRIS,4,San José,2.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0,Premium
Chery,TIGGO 2 PRO,7952000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,35000.0,PLATA,NEGRO,4,San José,2.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0,Premium
Geely,GX3 PRO,7990000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,18000.0,ROJO,CUERO,4,Heredia,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Geely,GEOMETRY E 225,8076250,,SUV 2WD,5.0,Eléctrico,Automática/Dual,Excelente,11800.0,CELESTE,CUERO,4,Heredia,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Geely,GX3 PRO,8200000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,24000.0,GRIS,GRIS/NEGRO,5,Alajuela,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Citroen,C4 CACTUS NOIR,8200500,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,18000.0,GRIS,NEGRO,4,San José,2.0,CITROEN,FRANCIA,DESCONOCIDO,0.0043271311120726,0.0,Premium
Toyota,AGYA,8250000,1000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,24000.0,BLANCO,NEGRO,4,Heredia,2.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
JAC,E JS 4,8000000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Regular,16000.0,GRIS,NEGRO,4,San José,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
Toyota,AGYA,8000000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,3500.0,GRIS,NEGRO,4,Heredia,2.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Hyundai,GRAND I10,8000000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,6754.0,ROJO,BLANCO,5,San José,2.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
JAC,JS2,8000000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,50000.0,GRIS,NEGRO,5,Cartago,2.0,JAC,DESCONOCIDO,DESCONOCIDO,0.0044136737343141,0.0,Premium
Chery,TIGGO 2,8076250,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,15426.0,BLANCO,NEGRO,4,San José,2.0,CHERY,CHINA,DESCONOCIDO,0.007442665512765,0.0,Premium
BYD,SEAGULL,8100000,,Hatchback,5.0,Eléctrico,Automática/Dual,Excelente,5000.0,NEGRO,NEGRO CON AZUL,5,Heredia,2.0,BYD,CHINA,DESCONOCIDO,0.0078753786239723,0.0,Premium
Suzuki,SWIFT GLZ,8100000,1200.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,24000.0,GRIS,NEGRO,4,San José,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Geely,GEOMETRIC E,8150800,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,45226.0,BLANCO,,5,Cartago,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Geely,GEOMETRY,8200000,,SUV 2WD,5.0,Eléctrico,Automática/Dual,Excelente,27500.0,BLANCO,NEGRO,4,Cartago,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
Foton,TM2DC 411,8250000,1900.0,Camión 4.0-4.5 ton.,5.0,Diesel,Manual,Excelente,24000.0,BLANCO,NEGRO,4,Alajuela,2.0,FOTON,DESCONOCIDO,DESCONOCIDO,0.0008654262224145,0.0,Premium
Hyundai,I10,8500000,1200.0,Hatchback,8.0,Gasolina,Automática/Dual,Excelente,29300.0,GRIS,GRIS,5,San José,2.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,1.0,Familiares_potentes
Kia,SOLUTO,8600000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,670.0,BLANCO,NEGRO,4,San José,2.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Toyota,RAIZE,8700000,1200.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,40000.0,BLANCO,NEGRO,5,Heredia,2.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Kia,SOLUTO,8750000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,2600.0,GRIS,GRIS/NEGRO,4,San José,2.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Suzuki,DZIRE GL,8250000,1200.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,6000.0,BRONCE PERLA,NEGRO,4,Heredia,2.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Shineray,G01 FF,8399300,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,17156.0,NEGRO,NEGRO,4,San José,2.0,SHINERAY,DESCONOCIDO,DESCONOCIDO,0.0001730852444829,0.0,Premium
Geely,GEOMETRY E,8400000,,SUV 2WD,5.0,Eléctrico,Automática/Dual,Excelente,26000.0,VERDE MENTA,NEGRO CON BLANC,4,San José,2.0,GEELY,CHINA,DESCONOCIDO,0.0097793163132842,0.0,Premium
