marca,modelo,precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc,cluster
Suzuki,SWIFT,6500000,1200.0,Hatchback,5.0,Gasolina,Manual,Excelente,132000.0,BLANCO,NEGRO,4,Guanacaste,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,6550000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,171000.0,BLANCO,NEGRO,5,Guanacaste,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Kia,SPORTAGE,6600000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,210824.0,BLANCO,NEGRO,4,San José,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,6700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,180000.0,BLANCO,GRIS,4,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Volkswagen,JETTA,6700000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,123500.0,BLANCO,NEGRO Y GRIS,4,Alajuela,10.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Hyundai,CRETA,6700000,1800.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,130000.0,ROJO,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,6700000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,149000.0,GRIS,NEGRO,5,Cartago,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Hyundai,ELANTRA GLS,6709500,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,78300.0,CAFE,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Kia,CARENS,6750000,20000.0,Station Wagon,7.0,Gasolina,Automática/Dual,Muy Bueno,171000.0,GRIS,NEGRO,5,San José,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,0.0,Premium
Mitsubishi,ASX,6750000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,113000.0,GRIS,NEGRO,5,Guanacaste,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Toyota,YARIS,6750000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,127000.0,CHAMPAGNE,BEIGE CON NEGRO,4,Cartago,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Hyundai,AVANTE,6800000,1600.0,Sedán,5.0,Diesel,Automática/Dual,Excelente,37000.0,BLANCO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,VITARA GL PLUS A,6800000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,147.0,TERRACOTA,NEGRO,4,Cartago,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,6900000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,118500.0,BRONCE,GRIS,5,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,6950000,2500.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,99138.0,BLANCO,NEGRO,5,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,1.0,Familiares_potentes
Suzuki,VITARA,6950000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,150000.0,AZUL TORNASOL,NEGRO,5,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,AVANTE,6800000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,87000.0,PLATEADO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,YARIS,6800000,1500.0,Sedán,5.0,Híbrido,Automática/Dual,Excelente,329915.0,AZUL,NEGRO,5,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,YARIS G,6800000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,126000.0,BLANCO,NEGRO,4,Guanacaste,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,6800000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,84000.0,AZUL,GRIS OSCURO,5,San José,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,6800000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,150000.0,GRIS,GRIS,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,ACCENT GLS,6875000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,70636.0,BLANCO,NEGRO,4,Guanacaste,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,6900000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,90000.0,BLANCO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,6908300,2393.0,SUV 2WD,4.0,Gasolina,Manual,Excelente,86563.0,BLANCO,No indica,4,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Toyota,YARIS S,6950000,1500.0,Hatchback,5.0,Gasolina,Manual,Excelente,85000.0,BEIGE,NEGRO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,6975000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,149000.0,GRIS,GRIS,4,San José,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,6990000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,115695.0,BLANCO,GRIS OSCURO,5,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,172000.0,GRIS,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Kia,CERATO,6950000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,61000.0,BLANCO,NEGRO,4,Cartago,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,6950000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,179000.0,GRIS,NEGRO,5,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Suzuki,VITARA,6950000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,151000.0,GRIS Y NEGRO,NEGRO,4,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Audi,Q5,6958000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,115180.0,AZUL,BEIGE,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Mitsubishi,ZINGER Z7,7000000,2400.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Excelente,60000.0,NEGRO,BEIGE,4,Heredia,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,1.0,Familiares_potentes
Daihatsu,TERIOS,7000000,1500.0,SUV 4WD/AWD,5.0,Híbrido,Automática/Dual,Excelente,155000.0,BLANCO,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Nissan,QASHQAI,7000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,151000.0,BLANCO,NEGRO,5,Cartago,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Peugeot,2016,7000000,1600.0,SUV 2WD,6.0,Gasolina,Automática/Dual,Excelente,57000.0,GRIS,NEGRO,5,San José,18.0,PEUGEOT,FRANCIA,DESCONOCIDO,0.0051925573344872,0.0,Premium
Daihatsu,TERIOS,7000000,1497.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,149000.0,GRIS,GRIS,5,Alajuela,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Daihatsu,TERIOS,7000000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,126590.0,BLANCO,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Daihatsu,TERIOS,7000000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,135500.0,NEGRO,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Nissan,QASHQAI,7000000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,162000.0,CAFE,NEGRO,4,Guanacaste,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7100000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,146000.0,BRONCE,GRIS,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA SE,7200000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,142000.0,GRIS,NEGRO,4,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,7200000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,192000.0,GRIS,NEGRO,4,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Ford,ESCAPE,7250000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,78000.0,VINO,CUERO NEGRO,4,San José,10.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0,Muy_usados_kilometreados
Mitsubishi,ASX,7100000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,96336.0,GRIS,GRIS,4,San José,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Kia,SPORTAGE,7100000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,112000.0,AZUL,NEGRO,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7100000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,140000.0,NEGRO,NEGRO,5,Cartago,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7100000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,79000.0,BLANCO,NEGRO,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7100000,2000.0,Pick Up 2WD,5.0,Gasolina,Manual,Excelente,180000.0,BLANCO,GRIS,5,Alajuela,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS BEGO,7200000,1500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,112000.0,VINO,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Toyota,YARIS,7200000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,92600.0,BLANCO,NEGRO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,YARIS,7200000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,171000.0,BLANCO,NEGRO,4,Cartago,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,7200000,2500.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Excelente,128000.0,BLANCO,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,1.0,Familiares_potentes
Toyota,COROLLA,7250000,1800.0,Sedán,5.0,Gasolina,Manual,Excelente,125000.0,ARENA,BEIGE,4,Guanacaste,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,COROLLA,7250000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,120000.0,NEGRO,BEIGE,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7250000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,202000.0,BLANCO,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,YARIS E,7300000,1500.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,59000.0,NARANJA,NEGRO,4,Heredia,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,7400000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,180000.0,GRIS,NEGRO GRIS,5,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Mini,COOPER,7400000,1500.0,Hatchback,4.0,Gasolina,Automática/Dual,Excelente,60500.0,CHILI RED,NEGRO,2,Heredia,10.0,MINI,DESCONOCIDO,DESCONOCIDO,0.0052790999567286,0.0,Premium
Nissan,QASHQAI,7250000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,82000.0,GRIS PLATA,NEGRO,5,Alajuela,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7250000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,73000.0,BLANCO,NEGRO,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,ELANTRA AVANTE,7300000,1600.0,Sedán,5.0,Híbrido,Automática/Dual,Excelente,71000.0,BLANCO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,7300000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,125000.0,GRIS,GRIS,5,San José,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,200000.0,GRIS,NEGRO,5,Alajuela,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,7300000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,144000.0,GRIS,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Volvo,V40 D4 CROSS COUNTRY,7350000,2000.0,Hatchback,5.0,Diesel,Manual,Muy Bueno,72000.0,AZUL,NEGRO,5,San José,10.0,VOLVO,DESCONOCIDO,DESCONOCIDO,0.0061445261791432,0.0,Premium
Kia,SPORTAGE,7400000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,142000.0,NEGRO,NEGRO,4,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,7400000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,129000.0,GRIS,NEGRO,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Mitsubishi,ASX,7400000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,172000.0,AZUL,NEGRO,5,Heredia,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Kia,SPORTAGE,7400000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,132000.0,BLANCO,NEGRO,5,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Kia,BONGO,7450000,2500.0,Camión 1.0-3.5 ton.,3.0,Diesel,Manual,Excelente,60750.0,BLANCO,GRIS,2,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,0.0,Premium
Audi,Q3,7450030,1400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,125000.0,ARENA,NEGRO,5,Heredia,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Toyota,YARIS,7475000,1500.0,Hatchback,5.0,Gasolina,Manual,Muy Bueno,113000.0,BLANCO,GRIS,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7500000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,108000.0,GRIS,NEGRO,5,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,COROLLA LE,7450000,1800.0,Sedán,5.0,Gasolina,Manual,Excelente,198000.0,BLANCO,BEIGE,5,Alajuela,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
BMW,X1,7455000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Bueno,165000.0,GRIS,NEGRO,4,San José,10.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Hyundai,TUCSON GL,7455000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,96139.0,GRIS,TL GRIS,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,COROLLA,7475000,18000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,180000.0,NEGRO,NEGRO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Nissan,XTRAIL,7500000,2500.0,Sedán,7.0,Gasolina,Automática/Dual,Excelente,90000.0,AZUL,NEGRO/BEIGE,5,Guanacaste,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,1.0,Familiares_potentes
Daihatsu,TERIOS,7500000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,200000.0,BLANCO,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Daihatsu,TERIOS,7500000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,123000.0,GRIS OSCURO,GRIS CLARO,5,Alajuela,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Honda,CITY EX,7500000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,100000.0,GRIS PLATA,NEGRO,4,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Toyota,COROLLA,7500000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,160934.0,BLANCO,GRIS,4,Alajuela,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,7500000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,140000.0,GRIS OSCURO,NEGRO,5,Alajuela,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,106700.0,GRIS,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Suzuki,VITARA,7500000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,180000.0,GRIS Y NEGRO,GRIS Y NEGRO,4,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Subaru,IMPREZA SPORT,7500000,2000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,212433.0,CELESTE,NEGRO,4,San José,10.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,0.0,Premium
Toyota,COROLLA,7500000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,144841.0,GRIS,BLANCO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,113000.0,GRIS,GRIS,4,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON GL,7500000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,96000.0,GRIS,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,ELANTRA,7500000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,128352.0,GRIS,GRIS,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,QASHQAI ADVANCE,7500000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,115000.0,GRIS,NEGRO,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7500000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,165762.0,NARANJA,GRIS,5,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Jeep,COMPASS,7500000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,133656.0,AZUL,GRIS,4,Heredia,10.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
Nissan,XTRAIL,7600000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,127000.0,GRIS,NEGRO,4,Alajuela,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7600000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,129000.0,CAFE,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7600000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,107000.0,GRIS,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,VITARA GL PLUS A,7600000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,99000.0,ARENA,NEGRO,5,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,104000.0,BLANCO,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON GL,7600000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,110000.0,GRIS RATON,GRIS,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Kia,BONGO,7650000,2500.0,Camión 1.0-3.5 ton.,6.0,Diesel,Manual,Excelente,68670.0,BLANCO,GRIS,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Kia,BONGO,7650000,2500.0,Camión 1.0-3.5 ton.,6.0,Diesel,Manual,Excelente,70200.0,BLANCO,GRIS,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7700000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Bueno,201000.0,GRIS,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Kia,SORENTO,7750000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,170.0,GRIS,GRIS,5,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Toyota,COROLLA,7650000,1800.0,Sedán,5.0,Gasolina,Manual,Excelente,84000.0,BLANCO,GRIS,4,Cartago,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7700000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,144000.0,BLANCO,NEGRO,5,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,COROLLA S,7700000,1800.0,Sedán,5.0,Gasolina,Manual,Excelente,103500.0,AZUL,NEGRO,5,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,COROLLA,7700000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,99443.0,NEGRO,BEIGE,4,Heredia,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,TRAX LTZ,7700000,1400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,99000.0,GRIS,GRIS,4,Heredia,10.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,7700000,1497.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,148804.0,GRIS,NEGRO,5,Puntarenas,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Suzuki,VITARA GL PLUS Z,7700000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,130000.0,GRIS,NEGRO,4,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,7750000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,144000.0,GRIS,NEGRO,4,Guanacaste,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
