marca,modelo,precio_crc,precio_usd,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,impuestos_pagados,precio_negociable,recibe_vehiculo,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado
Toyota,LAND CRUISER PRADO TXL,29571500,59500,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,59700,CAFE,CUERO NEGRO,5,SI,SI,SI,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,HILUX SRV,29875000,60111,2800,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,41000,NEGRO,GRIS,4,SI,SI,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Isuzu,NQR,30500000,61368,5200,Camión 5.0-7.5 ton.,3,Diesel,Manual,Excelente,70000,BLANCO,GRIS,2,SI,SI,NO,Cartago,3,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919083
Toyota,PRADO TXL,30814000,62000,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,64700,BRONCE,NEGRO,4,SI,NO,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
BMW,220I PAQUETE M,31062500,62500,2000,Sedán,4,Gasolina,Automática/Dual,Excelente,23000,BLANCO,ROJO,2,SI,NO,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,X4 20I X DRIVE,31559500,63500,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,24000,BLANCO,NEGRO,4,SI,NO,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Toyota,LAND CRUISER PRADO,32000000,64386,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,58505,BLANCA,NEGRO,5,SI,SI,SI,Cartago,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER PRADO,32000000,64386,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,58976,BRONCE,NEGRO,5,SI,SI,SI,Cartago,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CUISER PRADO TX,32000000,64386,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Muy Bueno,65727,COBRE,NEGRO,4,SI,SI,SI,Cartago,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER PRADO TXL,32000000,64386,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,63000,BRONCE,NEGRA,4,SI,SI,SI,Guanacaste,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Jeep,GLADIATOR OVERLAND,32255300,64900,3600,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,85295,NEGRO,NEGRO,5,SI,SI,NO,San José,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
BMW,X4 XDRIVE 20I,32305000,65000,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,24000,BLANCO,NEGRO,5,SI,SI,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Chevrolet,SILVERADO ZR2,32500000,65392,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,65300,BLANCO,GRIS/NEGRO,4,SI,SI,NO,San José,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Ford,F150 LIGHTNING PRO,33000000,66398,,Pick Up 4WD,5,Eléctrico,Automática/Dual,Excelente,1015,NEGRO,GRIS,4,SI,SI,NO,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
BMW,X5,33000000,66398,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,64000,BLANCO,NEGRO,5,SI,SI,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Toyota,FORTUNER SRV,33500000,67404,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,63000,CAFE,NEGRO,5,SI,SI,NO,Alajuela,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Ford,F150 LIGHTNING,34000000,68410,,Pick Up 4WD,5,Eléctrico,Automática/Dual,Excelente,7000,GRIS OSCURO,GRIS,4,SI,SI,SI,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
BMW,X5 XDRIVE,32305000,65000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,84288,BLANCO,NEGRO,4,SI,NO,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Toyota,LAND CUISER PRADO TX,32500000,65392,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Muy Bueno,58300,BLANCO,NEGRO,4,SI,SI,SI,Cartago,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,PRADO TXL,32500000,65392,2800,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,65772,BRONCE,NEGRO,5,SI,SI,SI,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,LAND CRUISER PRADO TXL,32500000,65392,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,59000,BRONCE,NEGRO,5,SI,SI,SI,Cartago,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mercedes,Benz EQE,32553500,65500,,Sedán,5,Eléctrico,Automática/Dual,Excelente,13056,BLANCO,BLANCO,5,SI,SI,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Dodge/RAM,RAM 1500,33000000,66398,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,28000,NEGRO,NEGRO,5,SI,SI,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Mercedes,Benz EQE350,33000000,66398,,Sedán,5,Eléctrico,Automática/Dual,Excelente,28968,NEGRO,NEGRO,4,SI,SI,SI,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Toyota,LAND CRUISER PRADO TXL,33250000,66901,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,25600,BLANCO,NEGRO,5,SI,SI,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Jeep,GLADIATOR,33796000,68000,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,73386,GRIS,NEGRO,4,SI,SI,SI,San José,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
BMW,X4 XDRIVE,33796000,68000,2000,SUV 2WD,5,Diesel,Automática/Dual,Excelente,39574,BLANCO,VINO,4,SI,NO,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Ford,F150 LIGHTNING,34790000,70000,,Pick Up 4WD,5,Eléctrico,Automática/Dual,Excelente,300,BLANCO,NEGRO,4,SI,SI,SI,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
Honda,CIVIC TYPER,36000000,72435,2000,Hatchback,5,Gasolina,Manual,Excelente,8000,BLANCO,NEGRO,4,SI,SI,SI,Alajuela,3,HONDA,JAPON,GENERALISTA,0.0463003028991778
Jeep,GRAND CHEROKEE ALTITUDE,34293000,69000,3600,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,21000,GRIS,NEGRO,4,SI,SI,NO,San José,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
Chevrolet,SILVERADO RST,35000000,70423,3000,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,25000,ROJO,NEGRO,4,SI,NO,NO,San José,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
BMW,X5 XDRIVE,35287000,71000,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,30724,AZUL,CAFE,5,SI,NO,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,X5 XDRIVE,35287000,71000,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,32151,AZUL,NEGRO,4,SI,NO,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Land,Rover RANGE ROVER EVOQUE S,35500000,71429,2000,SUV 4WD/AWD,5,Híbrido,Automática/Dual,Excelente,12000,GRIS,BLANCO,5,SI,SI,NO,Heredia,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Chevrolet,SILVERADO,35900000,72233,3000,Pick Up 4WD,5,Diesel,Automática/Dual,Excelente,23000,AZUL,NEGRO,4,SI,SI,NO,San José,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Toyota,LAND CRUISER LX,36000000,72435,4500,Pick Up 4WD,3,Diesel,Manual,Excelente,64000,AZUL,GRIS,2,SI,SI,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Chevrolet,SILVERADO ZR2,36000000,72435,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,21500,BLANCO,GRIS,4,SI,SI,NO,Alajuela,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Dodge/RAM,RAM REBEL,36000000,72435,5700,Pick Up 4WD,4,Gasolina,Automática/Dual,Excelente,39000,BANCO,NEGRO,4,SI,SI,NO,Heredia,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Dodge/RAM,1500 BIGHORN,37275000,75000,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,62000,NEGRO,GRIS,4,SI,SI,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
BMW,X5,37275000,75000,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,48000,NEGRO,VINO,4,SI,NO,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Dodge/RAM,RAM 1500 BIG HORN,37275000,75000,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,44000,NEGRO,CUERO NEGRO,4,SI,SI,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Ford,F150 LIGHTING LARIAT,37500000,75453,,Pick Up 4WD,5,Eléctrico,Automática/Dual,Excelente,13200,AZUL,GRIS,5,SI,SI,NO,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
BMW,X5 XDRIVE 30D,38020500,76500,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,38366,AZUL,TERRACOTA,5,SI,SI,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Mercedes,Benz EQE PLUS,39500000,79477,,SUV 4WD/AWD,5,Eléctrico,Automática/Dual,Excelente,12000,GRIS,NEGRO,5,SI,SI,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Audi,E-TRON GT,39750000,79980,,Sedán,5,Eléctrico,Automática/Dual,Excelente,17000,NEGRO,NEGRO,4,SI,SI,NO,San José,3,AUDI,ALEMANIA,PREMIUM,0.0217221981826049
Toyota,PRADO VX,40000000,80483,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,22300,ROJO,NEGRO,5,SI,SI,NO,Alajuela,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Cadillac,ESCALADE,40751515,81995,6200,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,52713,NEGRO,NEGRO,4,SI,NO,NO,San José,3,CADILLAC,DESCONOCIDO,DESCONOCIDO,0.000259627866724362
Chevrolet,SILVERADO ZR2,37500000,75453,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,55300,AZUL,GRIS,4,SI,SI,NO,Heredia,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Chevrolet,SILVERADO ZR2,38219300,76900,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,24450,AZUL,NEGRO,4,SI,SI,SI,San José,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Mercedes,Benz EQE350,38766000,78000,,SUV 2WD,5,Eléctrico,Automática/Dual,Excelente,26000,GRIS,NEGRO,4,SI,NO,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
BMW,X5 XDRIVE,38766000,78000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,64463,GRIS,NEGRO,4,SI,NO,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Lexus,GX460,38800000,78068,4600,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,15844,GRIS CLARO,NEGRO,4,SI,SI,NO,San José,3,LEXUS,JAPON,PREMIUM,0.00571181306793596
Chevrolet,SILVERADO ZR2,38900000,78270,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,350000,AZUL,NEGRO,5,SI,SI,SI,San José,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
GMC,SILVERADO,39050000,78571,6200,Pick Up 4WD,5,Gasolina,Manual,Excelente,43000,AZUL,NEGRO,4,SI,NO,SI,San José,3,GMC,DESCONOCIDO,DESCONOCIDO,0.000346170488965816
Land,Rover RANGE ROVER EVOQUE,39760000,80000,2000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,25000,GRAFITO,GRIS,4,SI,NO,NO,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Toyota,LAND CRUISER,40000000,80483,4200,Pick Up 4WD,5,Diesel,Manual,Excelente,16000,BLANCO,BLANCO-GRIS,5,SI,NO,SI,Cartago,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,PRADO VX,40754000,82000,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,25000,ROJO,NEGRO,5,SI,SI,NO,Heredia,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Ford,F150 LIGHTNING PLATINUM,42000000,84507,,Pick Up 4WD,5,Eléctrico,Automática/Dual,Excelente,22750,PLATEADO,NEGRO Y BLANCO,4,SI,SI,SI,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
Toyota,PRADO VX,42742000,86000,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,21000,AZUL OSCURO,NEGRO,4,SI,SI,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Toyota,PRADO,43000000,86519,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,35000,GRIS,NEGRO,5,SI,SI,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Dodge/RAM,1500 LIMITED,43000000,86519,5700,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,54000,BLANCO,NEGRO,4,SI,SI,SI,Guanacaste,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Ford,F150 LARIAT,43487500,87500,2700,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,8000,BLANCO,NEGRO,4,SI,SI,NO,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
Land,Rover DISCOVERY,44500000,89537,2000,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,24945,GRIS,NEGRO,5,SI,SI,NO,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Jeep,GLADIATOR RUBICON,44680300,89900,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,23150,BLANCO,NEGRO,4,SI,SI,NO,San José,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
Jeep,GRAND CHEROLEE LIMITED,40754000,82000,3600,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,15000,BLANCO,NEGRO,4,SI,NO,NO,San José,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
Jeep,GLADIATOR RUBICON,41201300,82900,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,54718,GRIS,NEGRO,4,SI,SI,SI,San José,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
Jeep,RUBICON GLADIATOR,41500000,83501,3600,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,35405,GRIS PLATA,NEGRO Y ROJO,4,SI,SI,SI,Puntarenas,3,JEEP,USA,DESCONOCIDO,0.0174816096927737
Toyota,PRADO VX,41748000,84000,2800,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,35000,ARENA,NEGRO,5,SI,NO,NO,San José,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Mercedes,Benz A45S AMG,42245000,85000,2000,Hatchback,5,Gasolina,Automática/Dual,Excelente,23400,NEGRO,NEGRO,4,SI,SI,SI,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Mercedes,Benz GLE400D,43239000,87000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,4500,ARENA,NEGRO,5,SI,NO,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Mercedes,Benz GLE400D AMG LINE,44233000,89000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,36000,PLATA,MARRON,4,SI,NO,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Dodge/RAM,REBEL ETORQUE,44250000,89034,5700,Pick Up 4WD,5,Híbrido,Automática/Dual,Excelente,31120,BLANCO,GRIS,4,SI,NO,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Maserati,GRECALE GT,47165300,94900,2000,SUV 4WD/AWD,5,Híbrido,Automática/Dual,Excelente,8000,AZUL,NEGRO,4,SI,SI,SI,San José,3,MASERATI,DESCONOCIDO,DESCONOCIDO,0.000865426222414539
BMW,X6 PAQUETE M,47215000,95000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,44092,ROJO,NEGRO,5,SI,SI,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Dodge/RAM,1500 LIMITED,48656300,97900,5700,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,22000,NEGRO,NEGRO,5,SI,SI,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
BMW,X6 PAQUETE M,49200000,98994,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,19500,VINO,NEGRO,5,SI,SI,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,X6 30D XDRIVE M SPORT PACK,49451500,99500,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,17000,AZUL OSCURO,NEGRO,4,SI,SI,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,X6,45000000,90543,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,15000,CAFÉ,NEGRO,5,SI,SI,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
BMW,X7,45700000,91952,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,8000,NEGRO,CAFÉ,5,SI,SI,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Dodge/RAM,REBEL ETORQUE,45950000,92455,5700,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,31120,BLANCO,NEGRO-ROJO,4,SI,SI,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Maserati,LEVANTE MODENA S,46221000,93000,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,20000,BLANCO,DAKOTA,5,SI,NO,SI,San José,3,MASERATI,DESCONOCIDO,DESCONOCIDO,0.000865426222414539
Land,Rover DEFENDER S,47165300,94900,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,29000,PLATEADO,NEGRO,5,SI,SI,NO,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
BMW,X6 XDRIVE 30D,47463500,95500,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,26000,BLANCO,TAN,5,SI,NO,NO,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Mercedes,Benz GLE400D COUPE AMG,47662300,95900,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,14000,BLANCO,NEGRO,4,SI,SI,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Land,Rover DEFENDER S,47960500,96500,2000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,33457,NEGRO,NEGRO,5,SI,SI,SI,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Land,Rover DISCOVERY S MHEV,49153300,98900,3000,SUV 4WD/AWD,7,Híbrido,Automática/Dual,Excelente,10000,PLATEADO,NEGRO,5,SI,SI,SI,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Dodge/RAM,1500 REBEL,49203000,99000,5700,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,23000,VINO,NEGRO,4,SI,SI,NO,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Chevrolet,SUBURBAN HIGH COUNTRY,50694000,102000,6200,SUV 4WD/AWD,7,Gasolina,Automática/Dual,Excelente,42588,NEGRO,CAFE,5,SI,SI,NO,Alajuela,3,CHEVROLET,USA,GENERALISTA,0.0449156209433146
Porsche,MACAN GTS,61000000,122736,2900,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,250000,NEGRO,ROJO,5,SI,SI,NO,San José,3,PORSCHE,ALEMANIA,PREMIUM,0.0043271311120727
Land,Rover DEFENDER P400,61628000,124000,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,25000,AZUL,NEGRO,4,SI,SI,SI,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Mercedes,Benz GLE53 AMG,62075300,124900,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,8200,GRIS OSCURO,NEGRO,5,SI,SI,SI,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Mercedes,Benz C43,49500000,99598,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,15500,BLANCO,NEGRO/CAFÈ,4,SI,SI,SI,Heredia,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
BMW,X6,51191000,103000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,22000,AZUL OSCURO,BLANCO,4,SI,SI,SI,San José,3,BMW,ALEMANIA,PREMIUM,0.0410212029424492
Mercedes,Benz GLE400 COUPE,51191000,103000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,39000,NEGRO,BLANCO,4,SI,SI,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Mercedes,Benz GLE400D COUPE,52185000,105000,3000,SUV 4WD/AWD,5,Diesel,Automática/Dual,Excelente,26000,GRIS OSCURO,NEGRO,4,SI,SI,SI,Cartago,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Mercedes,Benz C43 AMG,53500000,107646,2000,Sedán,5,Gasolina,Automática/Dual,Excelente,14000,BLANCO,NARANJA,4,SI,SI,SI,Heredia,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Land,Rover DEFENDER 90 XDYNAMIC,54670000,110000,3000,SUV 4WD/AWD,5,Híbrido,Automática/Dual,Excelente,20000,GRIS PLATA,NEGRO,2,SI,SI,SI,Cartago,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Mercedes,Benz GLS400D AMG LINE,57105300,114900,3000,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,12000,NEGRO,NEGRO,5,SI,SI,NO,San José,3,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.025356988316746
Toyota,LAND CRUISER SERIES 79,57500000,115694,4500,Pick Up 4WD,5,Diesel,Manual,Excelente,25000,BLANCO,CAFÉ CUERO,4,SI,NO,NO,Guanacaste,3,TOYOTA,JAPON,GENERALISTA,0.16486369536997
Land,Rover DEFENDER X DYNAMIC S 110,59640000,120000,3000,SUV 4WD/AWD,7,Diesel,Automática/Dual,Excelente,46000,BLANCO,NEGRO,5,SI,NO,NO,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Ford,F150 RAPTOR PERFORMANCE,64560300,129900,3500,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,34000,NARANJA,NEGRO,4,SI,SI,SI,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
Ford,F150 RAPTOR 37,69580000,140000,3500,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,33000,NEGRO,NEGRO,4,SI,SI,NO,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
Dodge/RAM,TRX,87000000,175050,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,14000,BLANCO,NEGRO,4,SI,NO,NO,Alajuela,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
GMC,HUMMER EV EDITION 1,72562000,146000,,Pick Up 4WD,5,Eléctrico,Automática/Dual,Excelente,16000,BLANCO,NEGRO-BLANCO,4,SI,SI,NO,San José,3,GMC,DESCONOCIDO,DESCONOCIDO,0.000346170488965816
Land,Rover RANGE ROVER SPORT,82005000,165000,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,54000,AZUL,ROJO,5,SI,SI,SI,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Dodge/RAM,TRX EDICIÓN HAVOC,92000000,185111,6200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,30000,AMARILLO,NEGRO,4,SI,SI,SI,San José,3,DODGE,USA,DESCONOCIDO,0.0077022933794894
Ford,F150 RAPTOR R,95000000,191147,5200,Pick Up 4WD,5,Gasolina,Automática/Dual,Excelente,18000,CELESTE,NEGRO,4,SI,NO,NO,San José,3,FORD,USA,GENERALISTA,0.0259627866724362
Land,Rover RANGE ROVER VOGUE SE,96915000,195000,3000,SUV 4WD/AWD,5,Gasolina,Automática/Dual,Excelente,22000,GRIS,NEGRO,4,SI,NO,NO,San José,3,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929
Changan,LUMIN,4945000,9950,,Hatchback,4,Eléctrico,Automática/Dual,Excelente,300,BLANCO,GRIS,3,SI,NO,NO,Alajuela,2,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.00519255733448724
Chery,TIGGO 2 PRO,6450000,12978,1500,SUV 2WD,5,Gasolina,Manual,Excelente,,GRIS,CUERO,4,SI,NO,SI,Heredia,2,CHERY,CHINA,DESCONOCIDO,0.00744266551276504
JAC,JS2,3970000,7988,1600,SUV 2WD,5,Gasolina,Automática/Dual,Regular,44000,BLANCO,NEGRO,4,SI,SI,NO,San José,2,JAC,DESCONOCIDO,DESCONOCIDO,0.00441367373431415
JAC,JS2,5396000,10857,1500,SUV 2WD,5,Gasolina,Manual,Regular,61000,PLATEADO,NEGRO,4,SI,SI,NO,San José,2,JAC,DESCONOCIDO,DESCONOCIDO,0.00441367373431415
JAC,EJS1,5964000,12000,,Hatchback,5,Eléctrico,Automática/Dual,Excelente,20300,BLANCO,NEGRO,4,SI,SI,SI,San José,2,JAC,DESCONOCIDO,DESCONOCIDO,0.00441367373431415
Renault,KWID,5995000,12062,1000,Hatchback,5,Gasolina,Manual,Muy Bueno,16077,BLANCO,GRIS,4,SI,SI,NO,San José,2,RENAULT,FRANCIA,DESCONOCIDO,0.00856771960190394
JAC,EJS 1,6150000,12374,,Hatchback,5,Eléctrico,Automática/Dual,Excelente,72130,BLANCO,NEGRO,5,SI,NO,SI,Alajuela,2,JAC,DESCONOCIDO,DESCONOCIDO,0.00441367373431415
Mahindra,XUV 300,6162800,12400,1200,SUV 2WD,5,Gasolina,Manual,Excelente,11890,BLANCO,NEGRO,4,SI,SI,SI,San José,2,MAHINDRA,DESCONOCIDO,DESCONOCIDO,0.000519255733448724
Mahindra,XUV 300,6162800,12400,1200,SUV 2WD,5,Gasolina,Automática/Dual,Excelente,11900,BLANCO,NEGRO CUERO,4,SI,SI,SI,San José,2,MAHINDRA,DESCONOCIDO,DESCONOCIDO,0.000519255733448724
